# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Feb  4 07:25:21 2017
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_name:        Planet Name
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_insol:       Insolation Flux [Earth flux]
# COLUMN pl_bmasse:      Planet Mass or M*sin(i) [Earth mass]
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN pl_disc:        Year of Discovery
# COLUMN pl_pelink:      Link to Exoplanet Encyclopaedia
# COLUMN pl_edelink:     Link to Exoplanet Data Explorer
# COLUMN pl_publ_date:   Publication Date
# COLUMN st_sp:          Spectral Type
# COLUMN st_spstr:       Spectral Type
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
#
rowid,pl_hostname,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_dens,st_dist,st_optmag,st_teff,st_mass,st_rad,rowupdate,pl_name,pl_eqt,pl_insol,pl_bmasse,pl_rade,pl_disc,pl_pelink,pl_edelink,pl_publ_date,st_sp,st_spstr,st_lum
492,HD 219134,Radial Velocity,6,22.80500000,0.145740,0.000000,,6.55,5.570,4913.00,0.79,0.77,2015-11-19,HD 219134 f,,,8.89924,,2015,,,2015-11,5.30,K3 V,-0.509
493,HD 219134,Radial Velocity,6,94.20000000,0.375300,0.000000,,6.55,5.570,4913.00,0.79,0.77,2015-11-19,HD 219134 g,,,10.80622,,2015,http://exoplanet.eu/catalog/hd_219134_g/,,2015-11,5.30,K3 V,-0.509
494,HD 219134,Radial Velocity,6,2247.00000000,3.110000,0.060000,,6.55,5.570,4913.00,0.79,0.77,2015-11-19,HD 219134 h,,,108.06220,,2015,http://exoplanet.eu/catalog/hd_219134_h/,,2015-12,5.30,K3 V,-0.509
495,HD 219415,Radial Velocity,1,2093.30000000,3.200000,0.400000,,169.78,8.940,4820.00,1.00,2.90,2015-09-18,HD 219415 b,,,317.83000,,2012,http://exoplanet.eu/catalog/hd_219415_b/,,2012-09,5.00,K0 III,0.620
496,HD 219828,Radial Velocity,2,3.83488700,0.045000,0.059000,,77.90,8.008,5891.00,1.23,1.69,2016-06-03,HD 219828 b,,,21.00000,,2007,http://exoplanet.eu/catalog/hd_219828_b/,http://exoplanets.org/detail/HD_219828_b,2007-05,4.00,G0 IV,0.489
497,HD 219828,Radial Velocity,2,4791.00000000,5.960000,0.811500,,77.90,8.008,5891.00,1.23,1.69,2016-06-03,HD 219828 c,,,4799.23300,,2016,http://exoplanet.eu/catalog/hd_219828_c/,,2016-05,4.00,G0 IV,0.489
498,HD 220074,Radial Velocity,1,672.10000000,1.600000,0.140000,,289.02,6.400,3935.00,1.20,49.70,2014-05-14,HD 220074 b,,,3527.80000,,2012,http://exoplanet.eu/catalog/hd_220074_b/,http://exoplanets.org/detail/HD_220074_b,2013-01,6.20,M2 III,
499,HD 220689,Radial Velocity,1,2209.00000000,3.360000,0.160000,,45.23,7.758,5921.00,1.04,1.07,2014-05-14,HD 220689 b,,,336.89000,,2012,http://exoplanet.eu/catalog/hd_220689_b/,,2013-03,4.30,G3 V,0.093
500,HD 220773,Radial Velocity,1,3724.70000000,4.940000,0.510000,,48.43,7.096,,,,2014-05-14,HD 220773 b,,,460.80000,,2011,http://exoplanet.eu/catalog/hd_220773_b/,http://exoplanets.org/detail/HD_220773_b,2012-04,4.00,G0,
501,HD 220842,Radial Velocity,1,218.47000000,0.740000,0.404000,,62.50,7.990,5960.00,1.13,,2016-02-25,HD 220842 b,,,1010.69940,,2016,http://exoplanet.eu/catalog/hd_220842_b/,,,3.80,F8,
502,HD 221287,Radial Velocity,1,456.10000000,1.250000,0.080000,,52.88,7.807,6304.00,1.25,,2014-05-14,HD 221287 b,,,982.05000,,2007,http://exoplanet.eu/catalog/hd_221287_b/,http://exoplanets.org/detail/HD_221287_b,2007-08,3.70,F7 V,0.220
503,HD 221585,Radial Velocity,1,1173.00000000,2.306000,0.123000,,53.59,7.465,5620.00,1.19,,2016-05-19,HD 221585 b,,,511.70630,,2016,http://exoplanet.eu/catalog/hd_221585_b/,,,4.80,G8 IV,0.422
504,HD 222076,Radial Velocity,1,871.00000000,1.830000,0.080000,,83.50,7.459,4806.00,1.07,4.10,2016-12-01,HD 222076 b,,,495.81480,,2016,http://exoplanet.eu/catalog/hd_222076/,,,5.00,K0 III,0.929
505,HD 222155,Radial Velocity,1,3999.00000000,5.100000,0.160000,,50.45,7.114,5765.00,1.13,1.67,2014-05-14,HD 222155 b,,,603.85000,,2011,http://exoplanet.eu/catalog/hd_222155_b/,http://exoplanets.org/detail/HD_222155_b,2012-09,4.20,G2 V,
506,HD 222582,Radial Velocity,1,572.38000000,1.347000,0.725000,,41.95,7.680,5727.00,0.99,,2014-07-23,HD 222582 b,,,2463.10000,,1999,http://exoplanet.eu/catalog/hd_222582_b/,http://exoplanets.org/detail/HD_222582_b,2000-06,4.50,G5 V,
507,HD 224538,Radial Velocity,1,1189.10000000,2.280000,0.464000,,77.76,8.060,6097.00,1.34,1.54,2016-11-10,HD 224538 b,,,1897.44510,,2016,http://exoplanet.eu/catalog/hd_224538_b/,,,3.90,F9 IV/V,0.470
508,HD 224693,Radial Velocity,1,26.73000000,0.192000,0.050000,,94.07,8.216,6037.00,1.33,1.70,2014-11-19,HD 224693 b,,,225.65000,,2006,http://exoplanet.eu/catalog/hd_224693_b/,http://exoplanets.org/detail/HD_224693_b,2006-08,4.20,G2 IV,
509,HD 22781,Radial Velocity,1,528.07000000,1.167000,0.819100,,31.79,8.766,5027.00,0.75,,2014-05-14,HD 22781 b,,,4338.20000,,2011,http://exoplanet.eu/catalog/hd_22781_b/,http://exoplanets.org/detail/HD_22781_b,2012-02,5.10,K1,
510,HD 23079,Radial Velocity,1,730.60000000,1.596000,0.102000,,34.60,7.120,5927.00,1.01,,2014-07-23,HD 23079 b,,,778.70000,,2001,http://exoplanet.eu/catalog/hd_23079_b/,http://exoplanets.org/detail/HD_23079_b,2002-05,3.90,F8/G0 V,
511,HD 23127,Radial Velocity,1,1214.00000000,2.400000,0.440000,,89.13,8.550,,1.13,,2014-11-19,HD 23127 b,,,476.70000,,2006,http://exoplanet.eu/catalog/hd_23127_b/,http://exoplanets.org/detail/HD_23127_b,2007-05,4.20,G2 V,
512,HD 231701,Radial Velocity,1,141.60000000,0.530000,0.100000,,108.46,8.970,6208.00,1.14,1.35,2014-11-19,HD 231701 b,,,343.24000,,2007,http://exoplanet.eu/catalog/hd_231701_b/,http://exoplanets.org/detail/HD_231701_b,2007-11,3.80,F8 V,0.400
513,HD 233604,Radial Velocity,1,192.00000000,0.747000,0.050000,,,10.406,4791.00,1.50,10.90,2014-05-14,HD 233604 b,,,2089.64400,,2013,http://exoplanet.eu/catalog/hd_233604_b/,,2013-06,5.50,K5,1.750
514,HD 23596,Radial Velocity,1,1561.00000000,2.772000,0.266000,,52.00,7.244,5904.00,1.16,,2014-05-14,HD 23596 b,,,2450.37000,,2003,http://exoplanet.eu/catalog/hd_23596_b/,http://exoplanets.org/detail/HD_23596_b,2003-11,3.80,F8 V,
515,HD 240210,Radial Velocity,1,501.75000000,1.160000,0.150000,,,8.330,4297.00,0.82,,2014-11-19,HD 240210 b,,,1655.82000,,2009,http://exoplanet.eu/catalog/hd_240210_b/,http://exoplanets.org/detail/HD_240210_b,2009-12,5.30,K3 III,1.550
516,HD 240237,Radial Velocity,1,745.70000000,1.900000,0.400000,,307.69,8.190,4361.00,1.69,32.00,2014-11-19,HD 240237 b,,,1684.40000,,2011,http://exoplanet.eu/catalog/hd_240237_b/,http://exoplanets.org/detail/HD_240237_b,2012-01,5.20,K2 III,2.490
517,HD 24040,Radial Velocity,1,3668.00000000,4.920000,0.040000,,46.51,7.493,5853.00,1.18,,2014-05-14,HD 24040 b,,,1274.44000,,2006,http://exoplanet.eu/catalog/hd_24040_b/,http://exoplanets.org/detail/HD_24040_b,2007-03,4.00,G0 V,
518,HD 24064,Radial Velocity,1,535.60000000,1.290000,0.350000,,264.40,6.750,4052.50,1.00,38.00,2015-10-15,HD 24064 b,,,2987.60200,,2015,http://exoplanet.eu/catalog/hd_24064_b/,,,5.00,K0,
519,HD 25171,Radial Velocity,1,1845.00000000,3.020000,0.080000,,56.05,7.790,6160.00,1.09,1.18,2014-05-14,HD 25171 b,,,301.92600,,2010,http://exoplanet.eu/catalog/hd_25171_b/,http://exoplanets.org/detail/HD_25171_b,2011-03,3.80,F8 V,0.276
520,HD 2638,Radial Velocity,1,3.44420000,0.044000,0.000000,,53.71,9.375,5192.00,0.93,,2014-11-19,HD 2638 b,,,152.55000,,2005,http://exoplanet.eu/catalog/hd_2638_b/,http://exoplanets.org/detail/HD_2638_b,2005-08,4.50,G5,-0.330
521,HD 27442,Radial Velocity,1,428.10000000,1.271000,0.060000,,18.24,4.440,4846.00,1.23,,2014-07-23,HD 27442 b,,,495.80000,,2000,http://exoplanet.eu/catalog/hd_27442_b/,http://exoplanets.org/detail/epsilon_Ret_b,2001-07,5.15,K1/2 III,
522,HD 27631,Radial Velocity,1,2208.00000000,3.250000,0.120000,,44.54,8.243,5737.00,0.94,1.00,2014-05-14,HD 27631 b,,,460.83000,,2012,http://exoplanet.eu/catalog/hd_27631_b/,,2013-03,4.30,G3 IV-V,-0.056
523,HD 27894,Radial Velocity,1,17.99040000,0.125000,0.048600,,42.37,9.349,4875.00,0.80,,2015-04-16,HD 27894 b,,,205.00000,,2005,http://exoplanet.eu/catalog/hd_27894_b/,http://exoplanets.org/detail/HD_27894_b,2005-08,5.20,K2 V,-0.449
524,HD 28185,Radial Velocity,1,385.90000000,1.032000,0.092000,,39.60,7.810,5546.00,0.98,,2014-05-14,HD 28185 b,,,1776.59000,,2001,http://exoplanet.eu/catalog/hd_28185_b/,http://exoplanets.org/detail/HD_28185_b,2001-12,4.50,G5,
525,HD 28254,Radial Velocity,1,1116.00000000,2.150000,0.810000,,54.70,7.684,5664.00,1.06,1.48,2014-11-19,HD 28254 b,,,368.67000,,2010,http://exoplanet.eu/catalog/hd_28254_b/,http://exoplanets.org/detail/HD_28254_b,2010-11,4.10,G1 IV/V,0.340
526,HD 285507,Radial Velocity,1,6.08810000,,0.086000,,42.43,10.267,4503.00,0.73,0.66,2014-05-14,HD 285507 b,,,291.43800,,2013,http://exoplanet.eu/catalog/hd_285507/,,2014-05,5.45,K4.5 V,
527,HD 285968,Radial Velocity,1,8.78360000,0.066000,0.000000,,9.42,9.970,3679.00,0.45,0.45,2014-11-19,HD 285968 b,450,,8.40000,,2008,http://exoplanet.eu/catalog/gj_176_b/,http://exoplanets.org/detail/GJ_176_b,2009-01,6.20,M2 V,-1.472
528,HD 28678,Radial Velocity,1,387.10000000,1.250000,0.168000,,168.92,8.540,5076.00,1.74,6.20,2014-05-14,HD 28678 b,,,540.30000,,2011,http://exoplanet.eu/catalog/hd_28678_b/,http://exoplanets.org/detail/HD_28678_b,2011-12,4.80,G8 IV,1.360
529,HD 290327,Radial Velocity,1,2443.00000000,3.430000,0.080000,,56.70,8.990,5552.00,0.90,1.00,2014-11-19,HD 290327 b,,,807.25000,,2009,http://exoplanet.eu/catalog/hd_290327_b/,http://exoplanets.org/detail/HD_290327_b,2010-11,4.80,G8 V,-0.140
530,HD 2952,Radial Velocity,1,311.60000000,1.200000,0.129000,,115.21,5.922,4844.00,2.54,12.02,2014-05-14,HD 2952 b,,,508.50000,,2013,http://exoplanet.eu/catalog/hd_2952_b/,http://exoplanets.org/detail/HD_2952_b,2013-08,5.00,K0 III,1.850
531,HD 30177,Radial Velocity,2,2524.40000000,3.580000,0.184000,,54.71,8.374,5580.00,0.99,,2016-12-21,HD 30177 b,,,2568.06640,,2002,http://exoplanet.eu/catalog/hd_30177_b/,http://exoplanets.org/detail/HD_30177_b,2003-04,4.80,G8 V,
532,HD 30177,Radial Velocity,2,11613.00000000,9.890000,0.220000,,54.71,8.374,5580.00,0.99,,2016-12-21,HD 30177 c,,,2415.50800,,2016,http://exoplanet.eu/catalog/hd_30177_c/,,,4.80,G8 V,
533,HD 30562,Radial Velocity,1,1159.20000000,2.315000,0.778000,,26.50,5.780,5994.00,1.23,1.53,2014-05-14,HD 30562 b,,,436.36200,,2009,http://exoplanet.eu/catalog/hd_30562_b/,http://exoplanets.org/detail/HD_30562_b,2009-10,3.80,F8 V,
534,HD 30669,Radial Velocity,1,1684.00000000,2.690000,0.180000,,57.10,9.110,5400.00,0.92,0.91,2015-01-08,HD 30669 b,,,149.37000,,2014,http://exoplanet.eu/catalog/hd_30669_b/,,2015-04,4.90,G9 V,
535,HD 30856,Radial Velocity,1,912.00000000,1.800000,0.117000,,121.07,8.070,4982.00,1.35,4.20,2014-05-14,HD 30856 b,,,572.10000,,2011,http://exoplanet.eu/catalog/hd_30856_b/,http://exoplanets.org/detail/HD_30856_b,2011-12,5.00,K0 III,0.996
536,HD 31253,Radial Velocity,1,466.00000000,1.260000,0.300000,,53.82,7.133,5960.00,1.23,1.71,2014-05-14,HD 31253 b,,,158.90800,,2010,http://exoplanet.eu/catalog/hd_31253_b/,http://exoplanets.org/detail/HD_31253_b,2011-02,3.80,F8,0.517
537,HD 3167,Transit,2,0.95962800,,,,45.80,8.940,5370.00,0.88,0.83,2016-09-08,HD 3167 b,1860,,,1.557,2016,http://exoplanet.eu/catalog/hd_3167_b/,,,5.00,K0 V,
538,HD 3167,Transit,2,29.84540000,,,,45.80,8.940,5370.00,0.88,0.83,2016-09-08,HD 3167 c,500,,,2.850,2016,http://exoplanet.eu/catalog/hd_3167_c/,,,5.00,K0 V,
539,HD 32518,Radial Velocity,1,157.54000000,0.590000,0.010000,,117.37,6.421,4580.00,1.13,10.22,2014-05-14,HD 32518 b,,,966.16000,,2009,http://exoplanet.eu/catalog/hd_32518_b/,http://exoplanets.org/detail/HD_32518_b,2009-10,5.10,K1 III,
540,HD 32963,Radial Velocity,1,2372.00000000,3.410000,0.070000,,35.24,7.600,5727.00,0.94,,2016-01-05,HD 32963 b,,,222.48100,,2015,http://exoplanet.eu/catalog/hd_32963_b/,,,4.50,G5,
541,HD 330075,Radial Velocity,1,3.38773000,0.039000,0.000000,,50.20,9.334,5017.00,0.70,,2014-11-19,HD 330075 b,990,,197.05000,,2004,http://exoplanet.eu/catalog/hd_330075_b/,http://exoplanets.org/detail/HD_330075_b,2004-08,5.10,K1,-0.330
542,HD 33142,Radial Velocity,1,326.60000000,1.060000,0.120000,,136.80,8.130,5052.00,1.48,4.20,2014-05-14,HD 33142 b,,,413.20000,,2011,http://exoplanet.eu/catalog/hd_33142_b/,http://exoplanets.org/detail/HD_33142_b,2011-12,5.00,K0 III,1.021
543,HD 33283,Radial Velocity,1,18.17900000,0.145000,0.480000,,86.88,8.051,5995.00,1.24,1.20,2014-11-19,HD 33283 b,,,104.88000,,2006,http://exoplanet.eu/catalog/hd_33283_b/,http://exoplanets.org/detail/HD_33283_b,2006-08,4.30,G3 V,
544,HD 33564,Radial Velocity,1,388.00000000,1.100000,0.340000,,20.98,5.080,6250.00,1.25,,2014-12-03,HD 33564 b,,,2892.10000,,2005,http://exoplanet.eu/catalog/hd_33564_b/,http://exoplanets.org/detail/HD_33564_b,2005-12,3.70,F7 V,
545,HD 33844,Radial Velocity,2,551.40000000,1.600000,0.150000,,100.90,7.286,4861.00,1.78,5.29,2016-01-14,HD 33844 b,,,622.94680,,2015,http://exoplanet.eu/catalog/hd_33844_b/,,,5.00,K0 III,1.149
546,HD 33844,Radial Velocity,2,916.00000000,2.240000,0.130000,,100.90,7.286,4861.00,1.78,5.29,2016-01-14,HD 33844 c,,,556.20250,,2015,http://exoplanet.eu/catalog/hd_33844_c/,,,5.00,K0 III,1.149
547,HD 34445,Radial Velocity,1,1049.00000000,2.070000,0.270000,,45.01,7.328,5836.00,1.07,1.38,2014-05-14,HD 34445 b,,,250.00000,,2009,http://exoplanet.eu/catalog/hd_34445_b/,http://exoplanets.org/detail/HD_34445_b,2010-10,4.00,G0,0.303
548,HD 35759,Radial Velocity,1,82.46700000,0.389000,0.389000,,72.50,7.740,6060.00,1.15,,2016-02-25,HD 35759 b,,,1195.04080,,2016,http://exoplanet.eu/catalog/hd_35759_b/,,,4.00,G0,
549,HD 3651,Radial Velocity,1,62.21800000,0.295000,0.596000,,11.10,5.860,5221.00,0.88,,2014-05-14,HD 3651 b,,,72.78000,,2003,http://exoplanet.eu/catalog/hd_3651_b/,http://exoplanets.org/detail/HD_3651_b,2003-06,5.00,K0 V,
550,HD 37124,Radial Velocity,3,154.37800000,0.533640,0.054000,,33.24,7.700,,0.85,,2016-08-18,HD 37124 b,,,214.53525,,2002,http://exoplanet.eu/catalog/hd_37124_b/,http://exoplanets.org/detail/HD_37124_b,2003-01,4.40,G4 V,
551,HD 37124,Radial Velocity,3,885.50000000,1.710000,0.125000,,33.24,7.700,,0.85,,2016-08-18,HD 37124 c,,,207.22516,,2002,http://exoplanet.eu/catalog/hd_37124_c/,http://exoplanets.org/detail/HD_37124_c,2003-01,4.40,G4 V,
552,HD 37124,Radial Velocity,3,1862.00000000,2.807000,0.160000,,33.24,7.700,,0.85,,2016-08-18,HD 37124 d,,,221.20968,,2005,http://exoplanet.eu/catalog/hd_37124_d/,http://exoplanets.org/detail/HD_37124_d,2005-10,4.40,G4 V,
553,HD 37605,Radial Velocity,2,55.01307000,0.283100,0.676700,,42.88,8.661,5448.00,1.00,0.90,2015-02-05,HD 37605 b,,,890.52200,,2004,http://exoplanet.eu/catalog/hd_37605_b/,http://exoplanets.org/detail/HD_37605_b,2004-08,5.00,K0 V,-0.229
554,HD 37605,Radial Velocity,2,2720.00000000,3.814000,0.013000,,42.88,8.661,5448.00,1.00,0.90,2014-05-14,HD 37605 c,,,1069.77100,,2012,http://exoplanet.eu/catalog/hd_37605_c/,http://exoplanets.org/detail/HD_37605_c,2012-12,5.00,K0 V,-0.229
555,HD 38283,Radial Velocity,1,363.20000000,1.020000,0.410000,,37.78,6.696,5998.00,1.08,,2015-09-10,HD 38283 b,,,108.06220,,2010,http://exoplanet.eu/catalog/hd_38283_b/,http://exoplanets.org/detail/HD_38283_b,2011-05,4.05,G0/1 V,
556,HD 38529,Radial Velocity,2,14.30980000,0.131000,0.257000,,42.40,5.950,5697.00,1.48,,2014-05-14,HD 38529 b,,,266.64813,,2000,http://exoplanet.eu/catalog/hd_38529_b/,http://exoplanets.org/detail/HD_38529_b,2001-04,4.40,G4 IV,
557,HD 38529,Radial Velocity,2,2140.20000000,3.712000,0.341000,,42.40,5.950,5697.00,1.48,,2014-05-14,HD 38529 c,,,4252.39000,,2000,http://exoplanet.eu/catalog/hd_38529_c/,http://exoplanets.org/detail/HD_38529_c,2001-04,4.40,G4 IV,
558,HD 38801,Radial Velocity,1,696.30000000,1.700000,0.000000,,99.40,8.269,5222.00,1.36,2.53,2014-05-14,HD 38801 b,,,3400.64000,,2009,http://exoplanet.eu/catalog/hd_38801_b/,http://exoplanets.org/detail/HD_38801_b,2010-05,4.80,G8 IV,0.659
559,HD 39091,Radial Velocity,1,2151.00000000,3.380000,0.640500,,18.21,5.650,5950.00,1.10,,2014-07-23,HD 39091 b,,,3264.00000,,2001,http://exoplanet.eu/catalog/hd_39091_b/,http://exoplanets.org/detail/HD_39091_b,2002-07,4.10,G1 V,
560,HD 40307,Radial Velocity,5,4.31230000,0.046800,0.200000,,12.83,7.170,4956.00,0.77,,2014-05-14,HD 40307 b,,,4.00000,,2009,http://exoplanet.eu/catalog/hd_40307_b/,http://exoplanets.org/detail/HD_40307_b,2009-01,5.30,K3 V,-0.639
561,HD 40307,Radial Velocity,5,9.61840000,0.079900,0.060000,,12.83,7.170,4956.00,0.77,,2014-05-14,HD 40307 c,,,6.60000,,2009,http://exoplanet.eu/catalog/hd_40307_c/,http://exoplanets.org/detail/HD_40307_c,2009-01,5.30,K3 V,-0.639
562,HD 40307,Radial Velocity,5,20.43200000,0.132100,0.070000,,12.83,7.170,4956.00,0.77,,2014-05-14,HD 40307 d,,,9.50000,,2009,http://exoplanet.eu/catalog/hd_40307_d/,http://exoplanets.org/detail/HD_40307_d,2009-01,5.30,K3 V,-0.639
563,HD 40307,Radial Velocity,5,51.76000000,0.247000,0.020000,,12.83,7.170,4956.00,0.77,,2014-05-14,HD 40307 f,,,5.20000,,2013,http://exoplanet.eu/catalog/hd_40307_f/,,2013-01,5.30,K3 V,-0.639
564,HD 40307,Radial Velocity,5,197.80000000,0.600000,0.290000,,12.83,7.170,4956.00,0.77,,2014-05-14,HD 40307 g,,,7.10000,,2013,http://exoplanet.eu/catalog/hd_40307_g/,,2013-01,5.30,K3 V,-0.639
565,HD 40979,Radial Velocity,1,264.15000000,0.846000,0.252000,,33.30,6.735,6089.00,1.15,,2014-05-14,HD 40979 b,,,1274.44000,,2002,http://exoplanet.eu/catalog/hd_40979_b/,http://exoplanets.org/detail/HD_40979_b,2003-04,3.80,F8 V,
566,HD 41004 A,Radial Velocity,1,963.00000000,,0.740000,,43.03,8.650,5010.00,0.70,,2014-12-03,HD 41004 A b,,,807.25000,,2004,http://exoplanet.eu/catalog/hd_41004_a_b/,,2004-11,5.15,K1/K2 V,-0.187
567,HD 41004 B,Radial Velocity,1,1.32830000,,0.081000,,43.03,,,0.40,,2014-12-03,HD 41004 B b,,,5838.29000,,2003,http://exoplanet.eu/catalog/hd_41004_b_b/,,2003-06,6.20,M2 V,
568,HD 4113,Radial Velocity,1,526.62000000,1.280000,0.903000,,44.05,7.881,5688.00,0.99,,2014-12-03,HD 4113 b,,,495.79000,,2007,http://exoplanet.eu/catalog/hd_4113_b/,http://exoplanets.org/detail/HD_4113_b,2008-03,4.50,G5,0.086
569,HD 4203,Radial Velocity,2,437.05000000,1.173500,0.520000,,77.82,8.687,5702.00,1.13,,2014-05-14,HD 4203 b,,,578.43000,,2001,http://exoplanet.eu/catalog/hd_4203_b/,http://exoplanets.org/detail/HD_4203_b,2002-03,4.50,G5,
570,HD 4203,Radial Velocity,2,6700.00000000,6.950000,0.240000,,77.82,8.687,5702.00,1.13,,2014-05-14,HD 4203 c,,,689.66000,,2014,http://exoplanet.eu/catalog/hd_4203_c/,,2014-04,4.50,G5,
571,HD 4208,Radial Velocity,1,828.00000000,1.650000,0.052000,,32.70,7.780,5600.00,0.87,,2014-07-23,HD 4208 b,,,255.50000,,2001,http://exoplanet.eu/catalog/hd_4208_b/,http://exoplanets.org/detail/HD_4208_b,2002-03,4.50,G5 V,
572,HD 42618,Radial Velocity,1,149.61000000,0.554000,0.190000,,23.50,6.839,5727.00,1.01,1.00,2016-10-27,HD 42618 b,337,3.16,14.40000,,2016,http://exoplanet.eu/catalog/hd_42618_b/,,2016-10,4.40,G4 V,-0.009
573,HD 4308,Radial Velocity,1,15.56000000,0.115000,0.000000,,21.85,6.560,5685.00,0.83,,2014-12-03,HD 4308 b,,,14.04750,,2005,http://exoplanet.eu/catalog/hd_4308_b/,http://exoplanets.org/detail/HD_4308_b,2006-02,4.50,G5 V,-0.004
574,HD 4313,Radial Velocity,1,356.00000000,1.190000,0.041000,,131.41,7.822,5035.00,1.72,4.90,2014-05-14,HD 4313 b,,,730.97800,,2009,http://exoplanet.eu/catalog/hd_4313_b/,http://exoplanets.org/detail/HD_4313_b,2010-05,4.50,G5,1.149
575,HD 43197,Radial Velocity,1,327.80000000,0.920000,0.830000,,56.30,8.980,5508.00,0.96,1.00,2014-12-03,HD 43197 b,,,190.69000,,2010,http://exoplanet.eu/catalog/hd_43197_b/,http://exoplanets.org/detail/HD_43197_b,2010-11,4.80,G8 V,-0.137
576,HD 43691,Radial Velocity,1,36.96000000,0.240000,0.140000,,93.20,8.030,6200.00,1.38,,2015-01-22,HD 43691 b,,,791.36000,,2007,http://exoplanet.eu/catalog/hd_43691_b/,http://exoplanets.org/detail/HD_43691_b,2007-10,4.00,G0 IV,
577,HD 44219,Radial Velocity,1,472.30000000,1.190000,0.610000,,50.40,7.690,5752.00,1.00,1.32,2015-01-22,HD 44219 b,,,184.33000,,2010,http://exoplanet.eu/catalog/hd_44219_b/,http://exoplanets.org/detail/HD_44219_b,2010-11,4.20,G2 V,0.260
578,HD 45350,Radial Velocity,1,963.60000000,1.920000,0.778000,,48.95,7.885,5616.00,1.02,,2014-09-18,HD 45350 b,,,568.89000,,2004,http://exoplanet.eu/catalog/hd_45350_b/,http://exoplanets.org/detail/HD_45350_b,2005-01,4.50,G5 V,
579,HD 45364,Radial Velocity,2,226.93000000,0.681300,0.168400,,32.58,8.062,,,,2014-05-14,HD 45364 b,,,59.49530,,2008,http://exoplanet.eu/catalog/hd_45364_b/,http://exoplanets.org/detail/HD_45364_b,2009-03,5.00,K0 V,
580,HD 45364,Radial Velocity,2,342.85000000,0.897200,0.097400,,32.58,8.062,,,,2014-05-14,HD 45364 c,,,209.09150,,2008,http://exoplanet.eu/catalog/hd_45364_c/,http://exoplanets.org/detail/HD_45364_c,2009-03,5.00,K0 V,
581,HD 45652,Radial Velocity,1,43.60000000,0.230000,0.380000,,36.14,8.127,5312.00,0.83,,2015-03-26,HD 45652 b,,,150.00000,,2008,http://exoplanet.eu/catalog/hd_45652_b/,http://exoplanets.org/detail/HD_45652_b,2008-08,4.90,G8-K0,
582,HD 46375,Radial Velocity,1,3.02357300,0.039800,0.063000,,33.41,7.912,5285.00,0.92,,2014-07-23,HD 46375 b,,,71.80000,,2000,http://exoplanet.eu/catalog/hd_46375_b/,http://exoplanets.org/detail/HD_46375_b,2000-06,5.10,K1 IV-V,
583,HD 47186,Radial Velocity,2,4.08450000,0.050000,0.038000,,37.84,7.626,5675.00,0.99,,2015-03-26,HD 47186 b,,,22.78000,,2008,http://exoplanet.eu/catalog/hd_47186_b/,http://exoplanets.org/detail/HD_47186_b,2009-03,4.50,G5 V,
584,HD 47186,Radial Velocity,2,1353.60000000,2.395000,0.249000,,37.84,7.626,5675.00,0.99,,2015-03-26,HD 47186 c,,,111.42000,,2008,http://exoplanet.eu/catalog/hd_47186_c/,http://exoplanets.org/detail/HD_47186_c,2009-03,4.50,G5 V,
585,HD 4732,Radial Velocity,2,360.20000000,1.190000,0.130000,,56.50,5.890,4959.00,1.74,5.40,2014-05-14,HD 4732 b,,,753.23000,,2012,http://exoplanet.eu/catalog/hd_4732_b/,http://exoplanets.org/detail/HD_4732_b,2013-01,5.00,K0 IV,1.190
586,HD 4732,Radial Velocity,2,2732.00000000,4.600000,0.230000,,56.50,5.890,4959.00,1.74,5.40,2014-05-14,HD 4732 c,,,753.23000,,2012,http://exoplanet.eu/catalog/hd_4732_c/,http://exoplanets.org/detail/HD_4732_c,2013-01,5.00,K0 IV,1.190
587,HD 47536,Radial Velocity,1,712.13000000,1.930000,0.200000,,121.36,5.250,4424.00,0.91,22.39,2015-03-26,HD 47536 b,,,2330.00000,,2002,http://exoplanet.eu/catalog/hd_47536_b/,,2003-02,5.10,K1 III,2.270
588,HD 48265,Radial Velocity,1,780.30000000,1.810000,0.080000,,85.40,8.050,5650.00,1.28,2.05,2016-11-10,HD 48265 b,,,467.21010,,2008,http://exoplanet.eu/catalog/hd_48265_b/,http://exoplanets.org/detail/HD_48265_b,2009-03,4.50,G5 IV/V,0.584
